id,completion,matched,check_manually,Age,Sex,Education,Work,EmploymentStatus,Income,Living,State,Religion,ReligiousCaste,PoliticalAffiliation,Vote,trust,V4,V10,Selfplacement,Weight,prompt
415,"Yes, likely voted for a regional party.",regional party,0,69,female,bachelor,formerly,retired,35000,the suburbs,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),Center / liberal,Regional Party,trust,1,1,7,0.31,"I am 69 and I am a female. I have a bachelor. I am retired. My personal income is about 35000. I am a Hindu. I live in a the suburbs in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
416,"Yes, regional party.",regional party,0,68,female,primary education,never,in domestic work,8000,the suburbs,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),Center / liberal,Regional Party,trust,1,2,4,1,"I am 68 and I am a female. I have a primary education. I am in domestic work. My personal income is about 8000. I am a Hindu. I live in a the suburbs in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
420,I predict you voted for a Regional Party.,Regional Party,0,71,male,primary education,formerly,retired,35000,the suburbs,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),Center / liberal,Regional Party,little trust,1,2,5,1.09,"I am 71 and I am a male. I have a primary education. I am retired. My personal income is about 35000. I am a Hindu. I live in a the suburbs in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
423,You likely voted for a Regional Party.,Regional Party,0,56,female,bachelor,formerly,in domestic work,4500,country village,West Bengal,Hindu,UCH (Upper Caste Hindus),Center / liberal,Regional Party,trust,1,2,5,0.58,"I am 56 and I am a female. I have a bachelor. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
425,"Yes, BJP.",BJP,0,71,male,lower secondary education,formerly,retired,35000,the suburbs,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,complete trust,1,1,5,0.22,"I am 71 and I am a male. I have a lower secondary education. I am retired. My personal income is about 35000. I am a Hindu. I live in a the suburbs in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
426,I predict you voted for a Regional Party.,Regional Party,0,47,female,no education,currently,in paid work,15000,the suburbs,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),Center / liberal,Regional Party,trust,1,1,5,1.12,"I am 47 and I am a female. I have a no education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a the suburbs in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
427,"I can't accurately predict your actions or decisions,",NA,1,42,male,post secondary,currently,in paid work,35000,a big city,West Bengal,Hindu,UCH (Upper Caste Hindus),Center / liberal,Regional Party,no trust,1,3,5,0.33,"I am 42 and I am a male. I have a post secondary. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a a big city in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
428,"Yes, likely voted for a Regional Party.",Regional Party,0,68,female,upper secondary education,never,in domestic work,4500,a big city,West Bengal,Hindu,UCH (Upper Caste Hindus),Center / liberal,Regional Party,NA,1,3,5,0.34,"I am 68 and I am a female. I have a upper secondary education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a a big city in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
432,Based on your ideologically center/liberal leanings,NA,1,25,female,primary education,currently,in paid work,1500,a big city,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),Center / liberal,Regional Party,moderate trust,1,1,4,2.87,"I am 25 and I am a female. I have a primary education. I am in paid work. My personal income is about 1500. I am a Hindu. I live in a a big city in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
433,"Yes, Regional Party.",Regional Party,0,61,female,no education,never,in domestic work,4500,a big city,West Bengal,Hindu,UCH (Upper Caste Hindus),Center / liberal,Regional Party,moderate trust,1,1,5,1.7,"I am 61 and I am a female. I have a no education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a a big city in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
434,"Yes, BJP.",BJP,0,55,male,no education,formerly,unemployed and looking for a job,4500,a big city,West Bengal,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,trust,1,2,3,1.83,"I am 55 and I am a male. I have a no education. I am unemployed and looking for a job. My personal income is about 4500. I am a Hindu. I live in a a big city in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
435,It's not possible to accurately predict individual voting behavior,not,1,27,female,lower secondary education,never,unemployed and looking for a job,4500,a big city,West Bengal,Hindu,UCH (Upper Caste Hindus),Center / liberal,Regional Party,little trust,1,1,5,0.45,"I am 27 and I am a female. I have a lower secondary education. I am unemployed and looking for a job. My personal income is about 4500. I am a Hindu. I live in a a big city in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
436,"Yes, BJP.",BJP,0,66,male,lower secondary education,currently,in paid work,4500,a big city,West Bengal,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,1,1,4,0.27,"I am 66 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a a big city in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
437,"Yes, likely a Regional Party.",Regional Party,0,43,female,lower secondary education,never,in domestic work,4500,country village,West Bengal,Muslim,Sunni,Center / liberal,Regional Party,trust,1,1,5,0.29,"I am 43 and I am a female. I have a lower secondary education. I am in domestic work. My personal income is about 4500. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
438,I cannot predict personal actions or decisions.,cannot,1,36,female,primary education,currently,in paid work,15000,country village,West Bengal,Muslim,Sunni,Center / liberal,Regional Party,moderate trust,1,1,5,2.01,"I am 36 and I am a female. I have a primary education. I am in paid work. My personal income is about 15000. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
440,"Yes, likely voted for a Regional Party.",Regional Party,0,36,male,primary education,currently,in paid work,8000,a big city,West Bengal,Hindu,UCH (Upper Caste Hindus),Center / liberal,Regional Party,moderate trust,1,3,7,1.63,"I am 36 and I am a male. I have a primary education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a a big city in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
441,likely voted for the Trinamool Congress (,Congress,0,26,female,primary education,currently,in paid work,8000,a big city,West Bengal,Muslim,Sunni,Center / liberal,Regional Party,moderate trust,1,2,5,1.88,"I am 26 and I am a female. I have a primary education. I am in paid work. My personal income is about 8000. I am a Muslim. I live in a a big city in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
442,Possibly voted for a Regional Party.,Regional Party,0,41,female,no education,currently,in paid work,4500,country village,West Bengal,Muslim,Sunni,Center / liberal,Regional Party,little trust,1,2,3,1.45,"I am 41 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
443,"I cannot provide real-time or future activities, thoughts",cannot,1,69,female,no education,never,in domestic work,4500,country village,West Bengal,Hindu,UCH (Upper Caste Hindus),Center / liberal,Regional Party,moderate trust,1,1,5,1.92,"I am 69 and I am a female. I have a no education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
444,It's likely that you voted for a Regional Party,Regional Party,0,34,male,no education,currently,in paid work,4500,country village,West Bengal,Muslim,Sunni,Center / liberal,Regional Party,trust,1,5,5,2.28,"I am 34 and I am a male. I have a no education. I am in paid work. My personal income is about 4500. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
446,You likely voted for BJP.,BJP,0,27,female,primary education,never,in domestic work,4500,country village,West Bengal,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,no trust,1,3,5,2.52,"I am 27 and I am a female. I have a primary education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
447,It's likely you voted for a regional party.,regional party,0,43,female,no education,never,in domestic work,4500,country village,West Bengal,Hindu,UCH (Upper Caste Hindus),Center / liberal,Regional Party,moderate trust,1,1,5,1.71,"I am 43 and I am a female. I have a no education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
448,"Yes, BJP.",BJP,0,82,male,primary education,formerly,retired,15000,town,West Bengal,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,little trust,1,1,5,1.87,"I am 82 and I am a male. I have a primary education. I am retired. My personal income is about 15000. I am a Hindu. I live in a town in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
450,"Yes, likely a Regional Party.",Regional Party,0,40,male,upper secondary education,currently,in paid work,15000,town,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),Center / liberal,Regional Party,little trust,1,1,7,0.27,"I am 40 and I am a male. I have a upper secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a town in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
451,"Yes, Communist Party.",Communist Party,0,69,male,no education,formerly,permanently sick,4500,country village,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),"Far left (communist, etc.)",Left front Parties/Communist Party,moderate trust,1,1,4,1.21,"I am 69 and I am a male. I have a no education. I am permanently sick. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
452,"Yes, Congress.",Congress,0,29,female,bachelor,never,in domestic work,4500,town,West Bengal,Hindu,UCH (Upper Caste Hindus),Left / center left,Congress,moderate trust,1,1,6,0.67,"I am 29 and I am a female. I have a bachelor. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a town in West Bengal. Ideologically, I am leaning Left / center left. I identify with Congress. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
454,I voted for the Left Front/Communist Party,Left Communist Party,0,34,female,no education,currently,in paid work,4500,country village,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),"Far left (communist, etc.)",Left front Parties/Communist Party,moderate trust,1,2,4,1.48,"I am 34 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
455,"Yes, BJP.",BJP,0,49,male,no education,currently,in paid work,8000,country village,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,moderate trust,1,2,4,0.98,"I am 49 and I am a male. I have a no education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
456,I probably voted for a Left front Party/Comm,Left,0,37,male,no education,currently,in paid work,4500,country village,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),"Far left (communist, etc.)",Left front Parties/Communist Party,moderate trust,1,1,4,1.08,"I am 37 and I am a male. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
458,I predict you voted for the Communist Party.,Communist Party,0,32,male,no education,formerly,permanently sick,4500,country village,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),"Far left (communist, etc.)",Left front Parties/Communist Party,trust,1,1,5,1.59,"I am 32 and I am a male. I have a no education. I am permanently sick. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
460,"Yes, Communist Party.",Communist Party,0,68,male,no education,formerly,permanently sick,4500,town,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),"Far left (communist, etc.)",Left front Parties/Communist Party,moderate trust,1,1,5,1.07,"I am 68 and I am a male. I have a no education. I am permanently sick. My personal income is about 4500. I am a Hindu. I live in a town in West Bengal. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
461,"Yes, Communist Party.",Communist Party,0,34,female,no education,currently,in paid work,4500,town,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),"Far left (communist, etc.)",Left front Parties/Communist Party,little trust,1,1,4,1.31,"I am 34 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a town in West Bengal. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
462,"I cannot predict individual actions, including voting behavior.",cannot,1,26,male,lower secondary education,formerly,unemployed and looking for a job,4500,town,West Bengal,Muslim,Sunni,Center / liberal,Regional Party,little trust,1,2,5,0.4,"I am 26 and I am a male. I have a lower secondary education. I am unemployed and looking for a job. My personal income is about 4500. I am a Muslim. I live in a town in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
463,"Yes, BJP.",BJP,0,41,female,primary education,currently,in paid work,15000,town,West Bengal,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,1,1,5,1.56,"I am 41 and I am a female. I have a primary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a town in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
464,I cannot predict personal actions or political votes for individuals,cannot,1,34,female,primary education,never,in domestic work,4500,country village,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),Center / liberal,Regional Party,moderate trust,1,1,4,1.48,"I am 34 and I am a female. I have a primary education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
465,I likely voted for the CPI(M).,Left Front,0,75,male,bachelor,formerly,permanently sick,4500,country village,West Bengal,Hindu,UCH (Upper Caste Hindus),"Far left (communist, etc.)",Left front Parties/Communist Party,trust,1,2,7,0.62,"I am 75 and I am a male. I have a bachelor. I am permanently sick. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
466,voted for a Regional Party.,Regional Party,0,25,male,bachelor,currently,in paid work,4500,country village,West Bengal,Muslim,Sunni,Center / liberal,Regional Party,little trust,1,3,7,1.51,"I am 25 and I am a male. I have a bachelor. I am in paid work. My personal income is about 4500. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
467,I cannot provide real-time or future actions based on,cannot,1,42,male,primary education,currently,in paid work,4500,town,West Bengal,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,moderate trust,1,3,5,1.63,"I am 42 and I am a male. I have a primary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a town in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
468,"Yes, BJP.",BJP,0,49,female,bachelor,never,in domestic work,4500,town,West Bengal,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,no trust,1,1,5,0.42,"I am 49 and I am a female. I have a bachelor. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a town in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
469,"Based on the information, it is likely that you",NA,1,54,female,primary education,never,in domestic work,4500,town,West Bengal,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,little trust,1,4,5,1.38,"I am 54 and I am a female. I have a primary education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a town in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
470,"Yes, BJP.",BJP,0,52,female,no education,formerly,unemployed and looking for a job,4500,town,West Bengal,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,moderate trust,1,1,5,1.38,"I am 52 and I am a female. I have a no education. I am unemployed and looking for a job. My personal income is about 4500. I am a Hindu. I live in a town in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
471,"Yes, BJP.",BJP,0,37,male,lower secondary education,currently,in paid work,8000,town,West Bengal,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,complete trust,1,5,5,0.33,"I am 37 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a town in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
472,I cannot predict past actions or personal decisions.,cannot,1,58,male,lower secondary education,currently,in paid work,8000,town,West Bengal,Hindu,UCH (Upper Caste Hindus),Center / liberal,Regional Party,NA,1,1,7,0.37,"I am 58 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a town in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
473,"Yes, likely voted for a Regional Party.",Regional Party,0,54,male,lower secondary education,currently,in paid work,4500,town,West Bengal,Hindu,UCH (Upper Caste Hindus),Center / liberal,Regional Party,NA,1,2,5,0.3,"I am 54 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a town in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
474,"Yes, likely for a Regional Party.",Regional Party,0,26,male,upper secondary education,currently,in paid work,8000,town,West Bengal,Hindu,UCH (Upper Caste Hindus),Center / liberal,Regional Party,no trust,1,4,5,0.48,"I am 26 and I am a male. I have a upper secondary education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a town in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
477,I cannot predict or assume individual voting behavior based on,cannot,1,38,female,no education,currently,in paid work,1500,country village,West Bengal,Muslim,Sunni,Center / liberal,Regional Party,no trust,1,2,5,1.45,"I am 38 and I am a female. I have a no education. I am in paid work. My personal income is about 1500. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
478,"Yes, likely voted for a Regional Party.",Regional Party,0,63,male,no education,currently,in paid work,4500,country village,West Bengal,Muslim,Sunni,Center / liberal,Regional Party,no trust,1,1,5,1.74,"I am 63 and I am a male. I have a no education. I am in paid work. My personal income is about 4500. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
480,I cannot predict or provide such specific information.,cannot,1,59,male,no education,formerly,permanently sick,4500,country village,West Bengal,Muslim,Sunni,Center / liberal,Regional Party,little trust,1,3,8,1.74,"I am 59 and I am a male. I have a no education. I am permanently sick. My personal income is about 4500. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
481,"Based on your profile, it's likely you voted",NA,1,22,male,upper secondary education,currently,in paid work,4500,country village,West Bengal,Muslim,Sunni,Center / liberal,Regional Party,moderate trust,1,2,6,1,"I am 22 and I am a male. I have a upper secondary education. I am in paid work. My personal income is about 4500. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
