"","id","completion","matched","check_manually","Age","Sex","Education","Work","EmploymentStatus","Income","Living","State","Religion","ReligiousCaste","PoliticalAffiliation","Vote","trust","V4","V10","Selfplacement","Weight","prompt","id_sampleno","X","completion.1","matched.1","check_manually.1","X.1","completion.2","matched.2","check_manually.2","resampled"
"304",349,"I voted for Congress.","Congress",0,28,"male","primary education","currently","Other",4500,"country village","Rajasthan","Hindu","OBC (Other Backward Classes)","Left / center left","Congress","moderate trust",2,1,7,2,"I am 28 and I am a male. I have a primary education. I am Other. My personal income is about 4500. I am a Hindu. I live in a country village in Rajasthan. Ideologically, I am leaning Left / center left. I identify with Congress. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","349_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",350,"Yes, BJP.","BJP",0,57,"male","upper secondary education","currently","-9",4500,"town","Rajasthan","Hindu","ST (Scheduled Tribes)","Right / conservative","BJP","moderate trust",2,1,5,0.24,"I am 57 and I am a male. I have a upper secondary education. I am -9. My personal income is about 4500. I am a Hindu. I live in a town in Rajasthan. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","350_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",352,"I predict you voted for BJP.","BJP",0,53,"female","upper secondary education","currently","in paid work",4500,"the suburbs","Rajasthan","Hindu","ST (Scheduled Tribes)","Right / conservative","BJP","moderate trust",-8,4,1,0.18,"I am 53 and I am a female. I have a upper secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Rajasthan. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","352_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",354,"I voted for BJP.","BJP",0,45,"female","no education","currently","-9",4500,"country village","Rajasthan","Hindu","ST (Scheduled Tribes)","Right / conservative","BJP","little trust",2,2,2,1,"I am 45 and I am a female. I have a no education. I am -9. My personal income is about 4500. I am a Hindu. I live in a country village in Rajasthan. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","354_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",355,"I voted for BJP.","BJP",0,33,"female","upper secondary education","currently","in paid work",4500,"the suburbs","Rajasthan","Hindu","ST (Scheduled Tribes)","Right / conservative","BJP","moderate trust",-8,1,1,0.29,"I am 33 and I am a female. I have a upper secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Rajasthan. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","355_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",356,"Yes, BJP.","BJP",0,50,"female","lower secondary education","currently","in paid work",4500,"country village","Rajasthan","Hindu","ST (Scheduled Tribes)","Right / conservative","BJP","moderate trust",1,1,8,0.2,"I am 50 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Rajasthan. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","356_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",359,"I likely voted for BJP.","BJP",0,34,"male","upper secondary education","currently","in paid work",4500,"town","Rajasthan","Hindu","ST (Scheduled Tribes)","Right / conservative","BJP","trust",2,1,5,0.31,"I am 34 and I am a male. I have a upper secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a town in Rajasthan. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","359_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",365,"Yes, BJP.","BJP",0,54,"male","no education","currently","-9",8000,"town","Rajasthan","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","little trust",2,4,3,1.09,"I am 54 and I am a male. I have a no education. I am -9. My personal income is about 8000. I am a Hindu. I live in a town in Rajasthan. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","365_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",368,"I cannot predict or assume personal actions or political affili","cannot",1,40,"female","no education","never","-9",8000,"town","Rajasthan","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","little trust",2,1,3,1.12,"I am 40 and I am a female. I have a no education. I am -9. My personal income is about 8000. I am a Hindu. I live in a town in Rajasthan. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","368_",23,"I cannot predict or assume personal actions or political choices","cannot",1,23,"I likely voted for BJP.","BJP",0,1
"313",368,"I cannot predict or assume personal actions or political affili","cannot",1,40,"female","no education","never","-9",8000,"town","Rajasthan","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","little trust",2,1,3,1.12,"I am 40 and I am a female. I have a no education. I am -9. My personal income is about 8000. I am a Hindu. I live in a town in Rajasthan. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","368_",52,"I cannot predict or assume personal actions or political choices","cannot",1,NA,NA,NA,NA,NA
"314",378,"Yes, BJP.","BJP",0,23,"female","lower secondary education","never","in domestic work",8000,"country village","Rajasthan","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","moderate trust",1,1,4,0.82,"I am 23 and I am a female. I have a lower secondary education. I am in domestic work. My personal income is about 8000. I am a Hindu. I live in a country village in Rajasthan. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","378_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",379,"I likely voted for BJP.","BJP",0,37,"male","bachelor","currently","in paid work",15000,"country village","Rajasthan","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","moderate trust",1,1,5,0.57,"I am 37 and I am a male. I have a bachelor. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Rajasthan. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","379_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",385,"Yes, BJP.","BJP",0,48,"female","no education","currently","-9",8000,"country village","Rajasthan","Hindu","SC (Scheduled Caste/ Dalits)","Right / conservative","BJP","little trust",2,2,4,0.92,"I am 48 and I am a female. I have a no education. I am -9. My personal income is about 8000. I am a Hindu. I live in a country village in Rajasthan. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","385_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",387,"Yes, BJP.","BJP",0,34,"female","no education","currently","in paid work",8000,"town","Rajasthan","Hindu","UCH (Upper Caste Hindus)","Right / conservative","BJP",NA,4,1,5,2.23,"I am 34 and I am a female. I have a no education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a town in Rajasthan. Ideologically, I am leaning Right / conservative. I identify with BJP. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","387_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",390,"Yes, likely voted for a Third Front party.","Third Front",0,44,"male","no education","never","unemployed and looking for a job",15000,"country village","Rajasthan","Hindu","ST (Scheduled Tribes)","Center / liberal","Third Front",NA,3,-8,-9,1.65,"I am 44 and I am a male. I have a no education. I am unemployed and looking for a job. My personal income is about 15000. I am a Hindu. I live in a country village in Rajasthan. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","390_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",398,"Yes, BJP.","BJP",0,31,"male","upper secondary education","never","unemployed and looking for a job",8000,"country village","Sikkim","Hindu","UCH (Upper Caste Hindus)","Right / conservative","BJP","moderate trust",5,2,9,0.54,"I am 31 and I am a male. I have a upper secondary education. I am unemployed and looking for a job. My personal income is about 8000. I am a Hindu. I live in a country village in Sikkim. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","398_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",399,"Based on the information, it's likely you voted",NA,1,29,"female","primary education","never","in domestic work",4500,"country village","Sikkim","Hindu","ST (Scheduled Tribes)","Center / liberal","Regional Party","moderate trust",2,3,8,1.63,"I am 29 and I am a female. I have a primary education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in Sikkim. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","399_",24,"I cannot predict or confirm if you voted or which","cannot",1,24,"I likely voted for a Regional Party.","Regional Party",0,1
"321",399,"Based on the information, it's likely you voted",NA,1,29,"female","primary education","never","in domestic work",4500,"country village","Sikkim","Hindu","ST (Scheduled Tribes)","Center / liberal","Regional Party","moderate trust",2,3,8,1.63,"I am 29 and I am a female. I have a primary education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in Sikkim. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","399_",53,"I cannot predict or confirm if you voted or which","cannot",1,NA,NA,NA,NA,NA
"322",400,"I cannot predict individual actions or decisions.","cannot",1,31,"male","bachelor","never","unemployed and looking for a job",35000,"country village","Sikkim","Other Christian","General","Center / liberal","Regional Party","trust",-8,3,5,0.57,"I am 31 and I am a male. I have a bachelor. I am unemployed and looking for a job. My personal income is about 35000. I am a Other Christian. I live in a country village in Sikkim. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","400_",54,"I predict you voted for the Regional Party.","Regional Party",0,NA,NA,NA,NA,NA
"323",401,"You likely voted for BJP.","BJP",0,30,"male","no education","never","unemployed and looking for a job",8000,"country village","Tripura","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","moderate trust",4,4,4,2,"I am 30 and I am a male. I have a no education. I am unemployed and looking for a job. My personal income is about 8000. I am a Hindu. I live in a country village in Tripura. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","401_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",402,"I predict you voted for BJP.","BJP",0,36,"female","lower secondary education","currently","in paid work",15000,"country village","Tripura","Hindu","SC (Scheduled Caste/ Dalits)","Right / conservative","BJP","trust",1,1,7,0.28,"I am 36 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Tripura. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","402_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",403,"I voted for BJP.","BJP",0,38,"male","no education","currently","in paid work",8000,"country village","Tripura","Hindu","SC (Scheduled Caste/ Dalits)","Right / conservative","BJP","trust",3,2,10,1.08,"I am 38 and I am a male. I have a no education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a country village in Tripura. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","403_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",404,"I likely voted for BJP.","BJP",0,28,"male","no education","never","unemployed and looking for a job",75000,"country village","Tripura","Hindu","SC (Scheduled Caste/ Dalits)","Right / conservative","BJP","trust",2,3,6,1.61,"I am 28 and I am a male. I have a no education. I am unemployed and looking for a job. My personal income is about 75000. I am a Hindu. I live in a country village in Tripura. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","404_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",406,"I predict you voted for BJP.","BJP",0,52,"male","lower secondary education","currently","in paid work",8000,"country village","Tripura","Hindu","SC (Scheduled Caste/ Dalits)","Right / conservative","BJP","complete trust",3,5,9,0.2,"I am 52 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a country village in Tripura. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","406_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",408,"I cannot predict or assume personal actions or political choices","cannot",1,19,"male","lower secondary education","never","unemployed and looking for a job",15000,"country village","Tripura","Muslim","Shiya","Left / center left","Congress","trust",2,1,5,1.39,"I am 19 and I am a male. I have a lower secondary education. I am unemployed and looking for a job. My personal income is about 15000. I am a Muslim. I live in a country village in Tripura. Ideologically, I am leaning Left / center left. I identify with Congress. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","408_",25,"I cannot vote because I was under 18 in","cannot",1,25,"I likely voted for Congress.","Congress",0,1
"329",408,"I cannot predict or assume personal actions or political choices","cannot",1,19,"male","lower secondary education","never","unemployed and looking for a job",15000,"country village","Tripura","Muslim","Shiya","Left / center left","Congress","trust",2,1,5,1.39,"I am 19 and I am a male. I have a lower secondary education. I am unemployed and looking for a job. My personal income is about 15000. I am a Muslim. I live in a country village in Tripura. Ideologically, I am leaning Left / center left. I identify with Congress. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","408_",55,"I cannot vote because I was under 18 in","cannot",1,NA,NA,NA,NA,NA
"330",409,"I likely voted for BJP.","BJP",0,51,"male","no education","never","permanently sick",-9,"country village","Tripura","Hindu","SC (Scheduled Caste/ Dalits)","Right / conservative","BJP","moderate trust",2,-8,4,0.98,"I am 51 and I am a male. I have a no education. I am permanently sick. My personal income is about -9. I am a Hindu. I live in a country village in Tripura. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","409_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",410,"I likely voted for BJP.","BJP",0,35,"female","upper secondary education","never","unemployed and looking for a job",15000,"country village","Tripura","Muslim","Shiya","Right / conservative","BJP","complete trust",3,4,5,0.4,"I am 35 and I am a female. I have a upper secondary education. I am unemployed and looking for a job. My personal income is about 15000. I am a Muslim. I live in a country village in Tripura. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","410_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",411,"I cannot predict or assume personal actions or decisions,","cannot",1,65,"male","no education","formerly","permanently sick",4500,"country village","Tripura","Hindu","SC (Scheduled Caste/ Dalits)","Right / conservative","BJP","trust",2,3,2,1.21,"I am 65 and I am a male. I have a no education. I am permanently sick. My personal income is about 4500. I am a Hindu. I live in a country village in Tripura. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","411_",56,"I likely voted for BJP.","BJP",0,NA,NA,NA,NA,NA
"333",412,"I cannot predict past actions or personal decisions.","cannot",1,52,"female","lower secondary education","currently","in paid work",15000,"country village","Tripura","Hindu","SC (Scheduled Caste/ Dalits)","Right / conservative","BJP","trust",1,1,5,0.25,"I am 52 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Tripura. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","412_",57,"I likely voted for BJP.","BJP",0,NA,NA,NA,NA,NA
"334",413,"Yes, BJP.","BJP",0,48,"male","bachelor","currently","in paid work",4500,"country village","West Bengal","Hindu","UCH (Upper Caste Hindus)","Right / conservative","BJP","trust",1,1,5,0.5,"I am 48 and I am a male. I have a bachelor. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","413_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",415,"Yes, likely voted for a regional party.","regional party",0,69,"female","bachelor","formerly","retired",35000,"the suburbs","West Bengal","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","trust",1,1,7,0.31,"I am 69 and I am a female. I have a bachelor. I am retired. My personal income is about 35000. I am a Hindu. I live in a the suburbs in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","415_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",416,"Yes, regional party.","regional party",0,68,"female","primary education","never","in domestic work",8000,"the suburbs","West Bengal","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","trust",1,2,4,1,"I am 68 and I am a female. I have a primary education. I am in domestic work. My personal income is about 8000. I am a Hindu. I live in a the suburbs in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","416_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",420,"I predict you voted for a Regional Party.","Regional Party",0,71,"male","primary education","formerly","retired",35000,"the suburbs","West Bengal","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","little trust",1,2,5,1.09,"I am 71 and I am a male. I have a primary education. I am retired. My personal income is about 35000. I am a Hindu. I live in a the suburbs in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","420_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",423,"You likely voted for a Regional Party.","Regional Party",0,56,"female","bachelor","formerly","in domestic work",4500,"country village","West Bengal","Hindu","UCH (Upper Caste Hindus)","Center / liberal","Regional Party","trust",1,2,5,0.58,"I am 56 and I am a female. I have a bachelor. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","423_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",425,"Yes, BJP.","BJP",0,71,"male","lower secondary education","formerly","retired",35000,"the suburbs","West Bengal","Hindu","SC (Scheduled Caste/ Dalits)","Right / conservative","BJP","complete trust",1,1,5,0.22,"I am 71 and I am a male. I have a lower secondary education. I am retired. My personal income is about 35000. I am a Hindu. I live in a the suburbs in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","425_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",426,"I predict you voted for a Regional Party.","Regional Party",0,47,"female","no education","currently","in paid work",15000,"the suburbs","West Bengal","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","trust",1,1,5,1.12,"I am 47 and I am a female. I have a no education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a the suburbs in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","426_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",427,"I can't accurately predict your actions or decisions,",NA,1,42,"male","post secondary","currently","in paid work",35000,"a big city","West Bengal","Hindu","UCH (Upper Caste Hindus)","Center / liberal","Regional Party","no trust",1,3,5,0.33,"I am 42 and I am a male. I have a post secondary. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a a big city in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","427_",26,"I cannot accurately predict individual actions or political preferences.","cannot",1,26,"I cannot predict personal actions or decisions.","cannot",1,1
"342",427,"I can't accurately predict your actions or decisions,",NA,1,42,"male","post secondary","currently","in paid work",35000,"a big city","West Bengal","Hindu","UCH (Upper Caste Hindus)","Center / liberal","Regional Party","no trust",1,3,5,0.33,"I am 42 and I am a male. I have a post secondary. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a a big city in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","427_",58,"I cannot accurately predict individual actions or political preferences.","cannot",1,NA,NA,NA,NA,NA
"343",428,"Yes, likely voted for a Regional Party.","Regional Party",0,68,"female","upper secondary education","never","in domestic work",4500,"a big city","West Bengal","Hindu","UCH (Upper Caste Hindus)","Center / liberal","Regional Party",NA,1,3,5,0.34,"I am 68 and I am a female. I have a upper secondary education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a a big city in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","428_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",432,"Based on your ideologically center/liberal leanings",NA,1,25,"female","primary education","currently","in paid work",1500,"a big city","West Bengal","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","moderate trust",1,1,4,2.87,"I am 25 and I am a female. I have a primary education. I am in paid work. My personal income is about 1500. I am a Hindu. I live in a a big city in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","432_",59,"I predict you voted for a Regional Party.","Regional Party",0,NA,NA,NA,NA,NA
"345",433,"Yes, Regional Party.","Regional Party",0,61,"female","no education","never","in domestic work",4500,"a big city","West Bengal","Hindu","UCH (Upper Caste Hindus)","Center / liberal","Regional Party","moderate trust",1,1,5,1.7,"I am 61 and I am a female. I have a no education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a a big city in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","433_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",434,"Yes, BJP.","BJP",0,55,"male","no education","formerly","unemployed and looking for a job",4500,"a big city","West Bengal","Hindu","UCH (Upper Caste Hindus)","Right / conservative","BJP","trust",1,2,3,1.83,"I am 55 and I am a male. I have a no education. I am unemployed and looking for a job. My personal income is about 4500. I am a Hindu. I live in a a big city in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","434_",NA,NA,NA,NA,NA,NA,NA,NA,NA
